Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.487781 	 TrialNumber 	 1 	 TrialTime 	 4.500257 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 5.318154 	 StimulusOff 	 5.821450 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 17 	 TrialTime 	 165.026742 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 165.059146 	 StimulusOff 	 165.575850 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 18 	 TrialTime 	 165.576948 	 ImageNumber 	 7 	 Dot 	 Yes 	 StimulusOn 	 165.609171 	 StimulusOff 	 166.125865 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 19 	 TrialTime 	 166.126844 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 166.159202 	 StimulusOff 	 166.675854 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 20 	 TrialTime 	 166.677114 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 166.709190 	 StimulusOff 	 167.225857 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 21 	 TrialTime 	 167.227561 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 167.259227 	 StimulusOff 	 167.775837 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 22 	 TrialTime 	 167.777264 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 167.809187 	 StimulusOff 	 168.325839 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 23 	 TrialTime 	 168.326810 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 168.359162 	 StimulusOff 	 168.875830 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 24 	 TrialTime 	 168.877334 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 168.909180 	 StimulusOff 	 169.425807 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 25 	 TrialTime 	 169.428329 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 169.475819 	 StimulusOff 	 169.992521 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 26 	 TrialTime 	 169.993664 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 170.025815 	 StimulusOff 	 170.542517 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 27 	 TrialTime 	 170.543549 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 170.575827 	 StimulusOff 	 171.092522 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 28 	 TrialTime 	 171.093652 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 171.125801 	 StimulusOff 	 171.642518 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 29 	 TrialTime 	 171.643726 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 171.675801 	 StimulusOff 	 172.192517 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 30 	 TrialTime 	 172.193582 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 172.225799 	 StimulusOff 	 172.742510 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 7.000000 	 BlockCondition 	 Colour 	 BlockTime 	 172.743653 	 TrialNumber 	 1 	 TrialTime 	 175.776228 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 175.825826 	 StimulusOff 	 176.342539 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 7.000000 	 BlockCondition 	 Colour 	 BlockTime 	 172.743653 	 TrialNumber 	 2 	 TrialTime 	 176.343388 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 176.392485 	 StimulusOff 	 176.909173 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 7.000000 	 BlockCondition 	 Colour 	 BlockTime 	 172.743653 	 TrialNumber 	 3 	 TrialTime 	 176.910793 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 176.942487 	 StimulusOff 	 177.459225 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 1 	 TrialTime 	 57.072808 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 57.202227 	 StimulusOff 	 57.718902 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 2 	 TrialTime 	 57.720348 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 57.785570 	 StimulusOff 	 58.302201 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 3 	 TrialTime 	 58.303780 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 58.352181 	 StimulusOff 	 58.868884 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 4 	 TrialTime 	 58.870213 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 58.918885 	 StimulusOff 	 59.435549 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 5 	 TrialTime 	 59.436755 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 59.485514 	 StimulusOff 	 60.002176 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 6 	 TrialTime 	 60.005779 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 60.052169 	 StimulusOff 	 60.568884 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 7 	 TrialTime 	 60.570477 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 60.618858 	 StimulusOff 	 61.135545 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 8 	 TrialTime 	 61.136590 	 ImageNumber 	 12 	 Dot 	 Yes 	 StimulusOn 	 61.168842 	 StimulusOff 	 61.685547 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 9 	 TrialTime 	 61.686731 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 61.718859 	 StimulusOff 	 62.235548 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 10 	 TrialTime 	 62.236672 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 62.285536 	 StimulusOff 	 62.802172 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 11 	 TrialTime 	 62.803387 	 ImageNumber 	 13 	 Dot 	 Yes 	 StimulusOn 	 62.852206 	 StimulusOff 	 63.368875 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 12 	 TrialTime 	 63.370203 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 63.402167 	 StimulusOff 	 63.918884 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 13 	 TrialTime 	 63.920032 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 63.952185 	 StimulusOff 	 64.468873 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 14 	 TrialTime 	 64.470054 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 64.518853 	 StimulusOff 	 65.035543 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 15 	 TrialTime 	 65.036454 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 65.068852 	 StimulusOff 	 65.585532 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 16 	 TrialTime 	 65.586641 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 65.618854 	 StimulusOff 	 66.135598 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 17 	 TrialTime 	 66.136635 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 66.168890 	 StimulusOff 	 66.685512 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 18 	 TrialTime 	 66.686546 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 66.718851 	 StimulusOff 	 67.235518 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 19 	 TrialTime 	 67.236928 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 67.268857 	 StimulusOff 	 67.785497 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 20 	 TrialTime 	 67.803555 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 67.835495 	 StimulusOff 	 68.352198 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 21 	 TrialTime 	 68.353278 	 ImageNumber 	 7 	 Dot 	 Yes 	 StimulusOn 	 68.385481 	 StimulusOff 	 68.902202 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 22 	 TrialTime 	 68.903495 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 68.935545 	 StimulusOff 	 69.452202 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 23 	 TrialTime 	 69.454138 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 69.502202 	 StimulusOff 	 70.018854 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 24 	 TrialTime 	 70.020016 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 70.052191 	 StimulusOff 	 70.568860 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 25 	 TrialTime 	 70.569985 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 70.602175 	 StimulusOff 	 71.118852 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 26 	 TrialTime 	 71.119847 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 71.152172 	 StimulusOff 	 71.668857 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 27 	 TrialTime 	 71.669965 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 71.702193 	 StimulusOff 	 72.218860 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 28 	 TrialTime 	 72.220019 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 72.268830 	 StimulusOff 	 72.785544 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 29 	 TrialTime 	 72.786899 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 72.818843 	 StimulusOff 	 73.335519 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.070089 	 TrialNumber 	 30 	 TrialTime 	 73.336489 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 73.368826 	 StimulusOff 	 73.885503 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 73.887152 	 TrialNumber 	 1 	 TrialTime 	 76.919253 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 76.968827 	 StimulusOff 	 77.485529 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 73.887152 	 TrialNumber 	 2 	 TrialTime 	 77.486767 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 77.535522 	 StimulusOff 	 78.052169 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 73.887152 	 TrialNumber 	 3 	 TrialTime 	 78.053298 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 78.102153 	 StimulusOff 	 78.618809 	 
Subject 	 1 	 InitialTime 	 2351.845215 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 73.887152 	 TrialNumber 	 4 	 TrialTime 	 78.619885 	 ImageNumber 	 7 	 Dot 	 Yes 	 StimulusOn 	 78.668791 	 StimulusOff 	 79.185512 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 1 	 TrialTime 	 4.048438 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 4.209963 	 StimulusOff 	 4.726698 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 2 	 TrialTime 	 4.728049 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 4.776684 	 StimulusOff 	 5.293346 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 3 	 TrialTime 	 5.294492 	 ImageNumber 	 16 	 Dot 	 Yes 	 StimulusOn 	 5.343320 	 StimulusOff 	 5.859980 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 4 	 TrialTime 	 5.861256 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 5.909984 	 StimulusOff 	 6.426671 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 5 	 TrialTime 	 6.427784 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 6.476655 	 StimulusOff 	 6.993335 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 6 	 TrialTime 	 6.994527 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 7.043299 	 StimulusOff 	 7.559982 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 7 	 TrialTime 	 7.561020 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 7.609984 	 StimulusOff 	 8.126661 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 8 	 TrialTime 	 8.128234 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 8.176662 	 StimulusOff 	 8.693376 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 9 	 TrialTime 	 8.694393 	 ImageNumber 	 15 	 Dot 	 Yes 	 StimulusOn 	 8.743308 	 StimulusOff 	 9.259988 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 10 	 TrialTime 	 9.261017 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 9.309980 	 StimulusOff 	 9.826662 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 11 	 TrialTime 	 9.827972 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 9.876653 	 StimulusOff 	 10.393292 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 12 	 TrialTime 	 10.394183 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 10.443276 	 StimulusOff 	 10.959992 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 13 	 TrialTime 	 10.961075 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 11.009976 	 StimulusOff 	 11.526681 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 14 	 TrialTime 	 11.527717 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 11.576643 	 StimulusOff 	 12.093289 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 15 	 TrialTime 	 12.094345 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 12.143299 	 StimulusOff 	 12.660001 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 16 	 TrialTime 	 12.661104 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 12.709955 	 StimulusOff 	 13.226663 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 17 	 TrialTime 	 13.227571 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 13.259934 	 StimulusOff 	 13.776648 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 18 	 TrialTime 	 13.777691 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 13.809980 	 StimulusOff 	 14.326647 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 19 	 TrialTime 	 14.327750 	 ImageNumber 	 14 	 Dot 	 Yes 	 StimulusOn 	 14.359949 	 StimulusOff 	 14.876641 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 20 	 TrialTime 	 14.877799 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 14.909943 	 StimulusOff 	 15.426643 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 21 	 TrialTime 	 15.427687 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 15.459953 	 StimulusOff 	 15.976647 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 22 	 TrialTime 	 15.977765 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 16.009985 	 StimulusOff 	 16.526647 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 23 	 TrialTime 	 16.527796 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 16.559935 	 StimulusOff 	 17.076648 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 24 	 TrialTime 	 17.077726 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 17.109954 	 StimulusOff 	 17.626656 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 25 	 TrialTime 	 17.627658 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 17.659925 	 StimulusOff 	 18.176638 	 
Subject 	 1 	 InitialTime 	 4439.432359 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.044538 	 TrialNumber 	 26 	 TrialTime 	 18.177656 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 18.209938 	 StimulusOff 	 18.726622 	 
Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 1 	 TrialTime 	 4.042393 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 4.237235 	 StimulusOff 	 4.753887 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 2 	 TrialTime 	 4.754154 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 4.820584 	 StimulusOff 	 5.337288 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 3 	 TrialTime 	 5.337441 	 ImageNumber 	 16 	 Dot 	 Yes 	 StimulusOn 	 5.387242 	 StimulusOff 	 5.903921 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 4 	 TrialTime 	 5.904103 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 5.953904 	 StimulusOff 	 6.470597 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 5 	 TrialTime 	 6.470772 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 6.537303 	 StimulusOff 	 7.053899 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 6 	 TrialTime 	 7.054078 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 7.103885 	 StimulusOff 	 7.620606 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 7 	 TrialTime 	 7.620763 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 7.670642 	 StimulusOff 	 8.187272 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 8 	 TrialTime 	 8.187450 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 8.237258 	 StimulusOff 	 8.753929 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 9 	 TrialTime 	 8.754102 	 ImageNumber 	 15 	 Dot 	 Yes 	 StimulusOn 	 8.803916 	 StimulusOff 	 9.320622 	 ButtonPressed 	 107.000000 	 
