Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 1.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 4.037280 	 TrialNumber 	 1 	 TrialTime 	 4.039562 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 4.186313 	 StimulusOff 	 4.702974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 10 	 TrialTime 	 663.834354 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 663.883299 	 StimulusOff 	 664.399950 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 11 	 TrialTime 	 664.400949 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 664.449968 	 StimulusOff 	 664.966641 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 12 	 TrialTime 	 664.967550 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 665.016638 	 StimulusOff 	 665.533305 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 13 	 TrialTime 	 665.534244 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 665.566621 	 StimulusOff 	 666.083306 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 14 	 TrialTime 	 666.084278 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 666.133318 	 StimulusOff 	 666.649974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 15 	 TrialTime 	 666.651074 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 666.683304 	 StimulusOff 	 667.199957 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 16 	 TrialTime 	 667.200952 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 667.249982 	 StimulusOff 	 667.766630 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 17 	 TrialTime 	 667.767537 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 667.799967 	 StimulusOff 	 668.316625 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 18 	 TrialTime 	 668.321031 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 668.349962 	 StimulusOff 	 668.866634 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 19 	 TrialTime 	 668.868228 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 668.899969 	 StimulusOff 	 669.416628 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 20 	 TrialTime 	 669.417637 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 669.449938 	 StimulusOff 	 669.966608 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 21 	 TrialTime 	 669.968111 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 669.999954 	 StimulusOff 	 670.516663 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 22 	 TrialTime 	 670.517592 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 670.549991 	 StimulusOff 	 671.066640 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 23 	 TrialTime 	 671.068456 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 671.099966 	 StimulusOff 	 671.616615 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 24 	 TrialTime 	 671.618320 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 671.666609 	 StimulusOff 	 672.183270 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 25 	 TrialTime 	 672.184240 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 672.216621 	 StimulusOff 	 672.733258 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 26 	 TrialTime 	 672.734639 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 672.766637 	 StimulusOff 	 673.283261 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 27 	 TrialTime 	 673.284246 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 673.333256 	 StimulusOff 	 673.849952 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 28 	 TrialTime 	 673.850999 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 673.883270 	 StimulusOff 	 674.399929 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 29 	 TrialTime 	 674.400893 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 674.433273 	 StimulusOff 	 674.949928 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 34.000000 	 BlockCondition 	 Colour 	 BlockTime 	 655.756158 	 TrialNumber 	 30 	 TrialTime 	 674.951230 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 674.983274 	 StimulusOff 	 675.499936 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 1 	 TrialTime 	 678.550353 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 678.599980 	 StimulusOff 	 679.116548 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 2 	 TrialTime 	 679.118036 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 679.166561 	 StimulusOff 	 679.683266 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 3 	 TrialTime 	 679.684276 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 679.733258 	 StimulusOff 	 680.249885 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 4 	 TrialTime 	 680.250871 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 680.283229 	 StimulusOff 	 680.799904 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 5 	 TrialTime 	 680.800762 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 680.833247 	 StimulusOff 	 681.349911 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 6 	 TrialTime 	 681.350917 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 681.399924 	 StimulusOff 	 681.916624 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 7 	 TrialTime 	 681.917463 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 681.966573 	 StimulusOff 	 682.483252 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 8 	 TrialTime 	 682.484251 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 682.533225 	 StimulusOff 	 683.049894 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 9 	 TrialTime 	 683.050887 	 ImageNumber 	 13 	 Dot 	 Yes 	 StimulusOn 	 683.099890 	 StimulusOff 	 683.616558 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 10 	 TrialTime 	 683.617563 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 683.666556 	 StimulusOff 	 684.183231 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 11 	 TrialTime 	 684.184428 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 684.233243 	 StimulusOff 	 684.749884 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 12 	 TrialTime 	 684.750900 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 684.799868 	 StimulusOff 	 685.316549 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 13 	 TrialTime 	 685.318841 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 685.366579 	 StimulusOff 	 685.883229 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 14 	 TrialTime 	 685.884779 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 685.916559 	 StimulusOff 	 686.433228 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 15 	 TrialTime 	 686.434204 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 686.466544 	 StimulusOff 	 686.983209 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 16 	 TrialTime 	 686.984080 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 687.016523 	 StimulusOff 	 687.533203 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 17 	 TrialTime 	 687.534068 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 687.566524 	 StimulusOff 	 688.083268 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 18 	 TrialTime 	 688.084228 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 688.116519 	 StimulusOff 	 688.633201 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 19 	 TrialTime 	 688.648944 	 ImageNumber 	 2 	 Dot 	 Yes 	 StimulusOn 	 688.683223 	 StimulusOff 	 689.199881 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 20 	 TrialTime 	 689.201478 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 689.233200 	 StimulusOff 	 689.749872 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 21 	 TrialTime 	 689.750868 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 689.783222 	 StimulusOff 	 690.299862 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 22 	 TrialTime 	 690.300809 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 690.333179 	 StimulusOff 	 690.849865 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 23 	 TrialTime 	 690.850933 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 690.883177 	 StimulusOff 	 691.399861 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 24 	 TrialTime 	 691.400947 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 691.433155 	 StimulusOff 	 691.949857 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 25 	 TrialTime 	 691.950872 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 691.983176 	 StimulusOff 	 692.499841 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 26 	 TrialTime 	 692.500886 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 692.533197 	 StimulusOff 	 693.049848 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 27 	 TrialTime 	 693.050876 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 693.083167 	 StimulusOff 	 693.599844 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 28 	 TrialTime 	 693.600839 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 693.633180 	 StimulusOff 	 694.149832 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 29 	 TrialTime 	 694.151514 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 694.183159 	 StimulusOff 	 694.699839 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 35.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 675.521379 	 TrialNumber 	 30 	 TrialTime 	 694.701166 	 ImageNumber 	 11 	 Dot 	 Yes 	 StimulusOn 	 694.733148 	 StimulusOff 	 695.249839 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 1 	 TrialTime 	 698.300264 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 698.349840 	 StimulusOff 	 698.866456 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 2 	 TrialTime 	 698.867474 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 698.916471 	 StimulusOff 	 699.433152 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 3 	 TrialTime 	 699.434174 	 ImageNumber 	 7 	 Dot 	 Yes 	 StimulusOn 	 699.466456 	 StimulusOff 	 699.983172 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 4 	 TrialTime 	 699.984158 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 700.033189 	 StimulusOff 	 700.549812 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 5 	 TrialTime 	 700.550893 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 700.599857 	 StimulusOff 	 701.116453 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 6 	 TrialTime 	 701.118131 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 701.149827 	 StimulusOff 	 701.666441 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 7 	 TrialTime 	 701.667366 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 701.699825 	 StimulusOff 	 702.216461 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 8 	 TrialTime 	 702.217340 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 702.266451 	 StimulusOff 	 702.783143 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 9 	 TrialTime 	 702.784087 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 702.833133 	 StimulusOff 	 703.349804 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 10 	 TrialTime 	 703.350941 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 703.399798 	 StimulusOff 	 703.916457 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 11 	 TrialTime 	 703.917340 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 703.966475 	 StimulusOff 	 704.483169 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 12 	 TrialTime 	 704.484147 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 704.516448 	 StimulusOff 	 705.033123 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 13 	 TrialTime 	 705.034320 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 705.066473 	 StimulusOff 	 705.583124 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 14 	 TrialTime 	 705.584162 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 705.633134 	 StimulusOff 	 706.149773 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 15 	 TrialTime 	 706.150573 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 706.183103 	 StimulusOff 	 706.699774 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 16 	 TrialTime 	 706.700778 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 706.749819 	 StimulusOff 	 707.266463 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 17 	 TrialTime 	 707.267410 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 707.299780 	 StimulusOff 	 707.816457 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 18 	 TrialTime 	 707.817407 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 707.849755 	 StimulusOff 	 708.366427 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 19 	 TrialTime 	 708.367416 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 708.399762 	 StimulusOff 	 708.916536 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 20 	 TrialTime 	 708.917495 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 708.949787 	 StimulusOff 	 709.466421 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 21 	 TrialTime 	 709.467348 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 709.499759 	 StimulusOff 	 710.016434 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 22 	 TrialTime 	 710.017395 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 710.049757 	 StimulusOff 	 710.566432 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 23 	 TrialTime 	 710.567488 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 710.616432 	 StimulusOff 	 711.133097 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 24 	 TrialTime 	 711.134345 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 711.166441 	 StimulusOff 	 711.683084 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 25 	 TrialTime 	 711.684074 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 711.716481 	 StimulusOff 	 712.233095 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 26 	 TrialTime 	 712.234066 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 712.266460 	 StimulusOff 	 712.783077 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 27 	 TrialTime 	 712.784032 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 712.833091 	 StimulusOff 	 713.349767 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 36.000000 	 BlockCondition 	 Colour 	 BlockTime 	 695.272432 	 TrialNumber 	 28 	 TrialTime 	 713.350754 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 713.383101 	 StimulusOff 	 713.899761 	 ButtonPressed 	 0.000000 	 
